"jnm","est","lwr","upr"
"Roberts",0.0797844566420883,-0.70171561294828,0.866398963799925
"Thomas",1.60213055474467,0.734102987931828,2.47343505296904
"Alito",1.64113604394015,0.86233836521558,2.45237646068971
"Sotomayor",-1.57177792361396,-2.42404180070675,-0.747310392662659
"Kagan",-1.54247109221699,-2.39565363395814,-0.713995193509034
"Gorsuch",1.27484038593207,0.395067283578036,2.1586497708904
"Kavanaugh",0.127700931892192,-0.627791872738914,0.883753579589792
"Barrett",0.404643611951761,-0.365365708318405,1.18562078578055
"Jackson",-1.52056336925077,-2.417747832071,-0.659183645993924
